lgacode21,arthritis_indig_f,arthritis_indig_m,arthritis_non_indig_f,arthritis_non_indig_m,arthritis_indig_stat_notstated_f,arthritis_indig_stat_notstated_m,asthma_indig_f,asthma_indig_m,asthma_non_indig_f,asthma_non_indig_m,asthma_indig_stat_notstated_f,asthma_indig_stat_notstated_m,cancer_indig_f,cancer_indig_m,cancer_non_indig_f,cancer_non_indig_m,cancer_indig_stat_notstated_f,cancer_indig_stat_notstated_m,dementia_indig_f,dementia_indig_m,dementia_non_indig_f,dementia_non_indig_m,dementia_indig_stat_notstated_f,dementia_indig_stat_notstated_m,diabetes_indig_f,diabetes_indig_m,diabetes_non_indig_f,diabetes_non_indig_m,diabetes_indig_stat_notstated_f,diabetes_indig_stat_notstated_m,heartdisease_indig_f,heartdisease_indig_m,heartdisease_non_indig_f,heartdisease_non_indig_m,heartdisease_indig_stat_notstated_f,heartdisease_indig_stat_notstated_m,kidneydisease_indig_f,kidneydisease_indig_m,kidneydisease_non_indig_f,kidneydisease_non_indig_m,kidneydisease_indig_stat_notstated_f,kidneydisease_indig_stat_notstated_m,lungcondition_indig_f,lungcondition_indig_m,lungcondition_non_indig_f,lungcondition_non_indig_m,lungcondition_indig_stat_notstated_f,lungcondition_indig_stat_notstated_m,mentalhealth_indig_f,mentalhealth_indig_m,mentalhealth_non_indig_f,mentalhealth_non_indig_m,mentalhealth_indig_stat_notstated_f,mentalhealth_indig_stat_notstated_m,stroke_indig_f,stroke_indig_m,stroke_non_indig_f,stroke_non_indig_m,stroke_indig_stat_notstated_f,stroke_indig_stat_notstated_m,other_indig_f,other_indig_m,other_non_indig_f,other_non_indig_m,other_indig_stat_notstated_f,other_indig_stat_notstated_m
56460,17,7,295,179,4,8,20,11,201,134,3,0,0,0,69,57,5,0,0,0,35,24,0,0,17,18,126,104,0,0,5,8,100,133,0,0,4,0,26,6,0,0,3,0,51,48,5,0,16,7,290,146,3,0,0,0,32,25,0,0,12,8,232,158,6,4
56580,5,0,1000,534,5,4,9,3,740,713,0,0,0,0,396,400,5,4,0,0,88,67,0,0,0,0,246,386,0,0,4,0,327,578,5,5,0,0,69,62,0,3,0,0,124,87,3,6,0,0,860,586,0,4,4,0,79,87,0,0,3,0,980,768,5,0
56620,3,0,0,0,0,0,22,12,5,4,0,0,0,0,7,0,0,0,10,3,0,0,0,0,86,34,4,3,0,0,44,23,0,4,0,0,22,13,0,0,0,0,13,5,0,0,0,0,5,14,10,4,0,0,0,3,0,0,0,0,44,37,9,5,0,0
56730,30,19,741,416,6,4,51,23,516,380,4,7,3,16,205,169,0,0,4,3,30,38,0,0,33,33,304,372,0,5,18,15,205,312,3,4,12,6,50,64,0,0,5,9,120,130,0,0,52,23,634,387,6,3,7,11,60,77,0,0,26,26,459,359,3,5
56790,8,4,197,157,3,5,8,7,104,103,0,0,0,0,41,62,0,3,0,0,8,11,0,0,10,6,53,115,0,3,3,3,48,96,0,3,3,0,19,17,0,0,0,0,39,32,0,0,9,7,100,97,0,0,0,0,14,27,0,0,11,5,105,92,0,0
56860,0,0,16,9,0,0,0,0,8,10,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,8,11,0,0,0,0,3,4,0,0,0,0,4,9,0,0,0,0,14,9,0,0,0,0,0,5,0,0,0,0,5,9,0,0
56930,0,0,51,39,0,0,0,0,65,40,3,0,0,0,35,32,0,0,0,0,4,3,0,0,0,0,5,22,0,0,0,0,19,42,0,0,0,0,0,4,0,0,0,0,9,8,0,0,0,0,57,31,0,0,0,0,4,6,0,0,4,0,49,41,0,0
57000,0,0,20,17,0,3,3,0,17,20,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,10,7,0,0
57080,6,9,598,477,3,0,36,23,762,800,5,0,6,3,277,267,0,0,0,0,47,49,0,0,9,9,252,411,0,3,6,3,193,424,0,0,3,0,54,77,0,0,6,3,115,111,0,0,47,28,1221,987,8,6,0,0,49,86,0,0,10,15,884,705,0,0
57140,7,4,70,50,0,0,9,3,33,42,0,0,0,0,18,29,0,0,0,0,4,0,0,0,9,6,24,32,0,0,8,0,24,37,0,0,0,0,9,3,0,0,3,0,11,16,0,0,7,4,44,52,0,3,0,0,7,3,0,0,0,4,38,37,0,0
57210,5,6,351,261,7,3,23,8,232,188,0,5,0,0,110,108,0,0,0,0,29,11,0,0,4,6,107,144,0,3,6,0,101,168,3,3,0,0,18,23,0,0,0,0,58,73,0,0,17,5,292,203,3,4,0,0,37,36,0,0,8,6,238,207,0,0
57280,74,32,201,161,0,0,154,105,369,340,3,0,20,7,63,59,0,0,9,0,5,5,0,0,110,83,95,205,0,0,57,45,49,109,0,0,27,18,18,26,0,0,9,8,26,46,0,0,75,52,389,228,0,0,18,17,13,16,0,0,97,59,310,238,0,0
57350,0,0,67,31,0,0,4,3,39,15,0,0,0,0,14,22,0,0,0,0,0,5,0,0,3,7,15,29,0,0,7,0,20,31,0,0,0,0,11,11,0,0,5,0,12,13,0,0,9,0,45,16,0,0,0,0,9,0,0,0,4,0,28,21,0,0
57420,4,0,110,72,0,0,3,0,75,61,0,0,4,0,29,33,0,0,0,0,4,8,0,0,6,0,30,46,0,0,3,0,32,59,0,0,3,0,3,7,0,0,4,0,25,28,0,0,4,5,88,60,0,0,0,0,5,10,0,0,0,0,72,49,3,0
57490,124,67,7197,4168,60,44,277,187,6382,4644,31,22,21,22,1995,1755,13,11,8,0,328,287,5,3,80,85,2742,3370,15,27,42,46,1833,2862,28,25,13,16,514,550,4,6,27,27,1308,1252,20,11,314,208,8172,4893,26,19,16,13,476,610,9,0,186,183,5977,4528,36,23
57630,0,0,4,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0
57700,18,14,1265,749,11,3,55,42,1370,1116,10,5,0,4,362,337,0,0,0,0,54,55,4,0,15,20,548,697,4,0,12,3,302,566,8,3,0,4,92,84,3,0,6,0,213,229,0,3,64,31,1677,961,3,10,0,0,97,116,0,6,45,23,1169,946,8,8
57770,0,4,38,27,0,0,4,4,23,20,0,0,6,6,16,17,0,0,0,0,0,0,0,0,0,10,13,20,0,0,0,10,3,25,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,38,16,0,0,0,0,5,3,0,0,0,5,21,19,0,0
57840,19,12,1946,1074,8,7,37,31,1554,1323,4,0,10,0,723,599,5,0,0,0,244,152,7,0,22,19,616,850,8,0,11,8,643,974,9,4,0,3,143,137,5,0,8,8,325,228,0,0,52,36,2046,1274,13,4,3,4,168,175,0,4,19,20,1903,1267,5,3
57910,107,44,10658,5354,78,30,210,142,8199,6616,40,19,30,17,3342,2847,25,10,14,3,1183,767,16,17,126,62,4027,4737,32,21,61,49,3203,4646,15,32,15,12,788,838,7,0,37,25,1676,1454,19,9,250,155,11011,6640,37,32,14,9,866,953,9,10,128,88,9556,6923,39,35
57980,3,3,797,415,9,8,13,9,643,531,0,0,0,0,297,273,0,0,0,0,95,62,0,3,4,3,216,256,0,0,0,6,227,348,0,4,0,0,45,46,0,0,0,0,135,100,0,0,7,11,889,585,5,0,0,0,49,89,0,0,8,10,758,524,0,5
58050,156,81,6288,3564,48,21,356,268,6555,4929,23,16,33,24,1791,1455,9,9,9,5,439,298,6,4,143,149,3169,3848,28,19,86,77,1748,2743,21,19,30,26,507,553,5,3,37,35,1065,1058,8,11,334,219,7780,4737,19,17,23,19,466,582,5,4,201,224,5989,4775,14,17
58190,0,0,11,19,0,0,0,0,16,13,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,3,0,3,3,0,0,0,0,13,14,0,0
58260,4,0,26,26,0,0,4,6,15,18,0,0,0,0,6,14,0,0,0,0,0,5,0,0,5,7,6,11,0,0,5,3,3,15,0,0,0,0,0,9,0,0,0,0,5,7,0,0,0,0,32,12,0,0,0,0,0,0,0,0,0,0,17,16,0,0
58330,3,6,298,235,4,0,6,5,182,136,5,0,0,0,88,103,0,0,0,0,12,3,0,0,6,5,86,149,0,4,6,0,83,177,0,0,0,0,17,28,0,0,0,0,49,70,0,0,6,7,250,170,3,0,0,0,26,33,0,0,6,3,208,183,0,0
58400,0,0,20,22,0,0,0,0,16,12,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,9,21,0,0,0,0,6,20,0,0,0,0,0,3,0,0,0,0,5,7,0,0,0,0,20,13,0,0,0,0,0,3,0,0,0,0,18,13,0,0
58470,6,0,0,0,0,0,6,0,5,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,5,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0
58510,24,16,1475,769,10,10,48,32,1357,1044,11,5,9,5,471,437,0,4,8,5,177,133,4,0,30,33,559,766,8,8,12,15,423,659,7,6,4,7,124,129,0,0,6,9,257,251,0,0,57,51,1999,1344,9,9,7,7,122,154,0,0,35,35,1554,1197,5,5
58540,0,0,36,38,0,0,3,0,37,30,0,0,0,0,8,10,0,0,0,0,0,0,0,0,7,0,13,27,0,0,0,0,14,16,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,32,21,0,3,0,0,0,0,0,0,0,3,25,18,0,0
58570,9,7,1256,678,7,3,32,4,1311,1199,6,5,5,0,420,382,0,0,0,0,180,96,0,0,5,5,472,543,3,0,3,6,333,539,3,0,0,5,68,91,0,0,4,0,166,149,5,3,35,18,2175,1452,6,5,0,0,85,125,0,0,24,11,1488,1117,0,5
58610,0,0,122,93,0,0,0,4,77,61,0,3,0,0,29,35,0,0,0,0,8,4,0,0,5,4,36,47,0,0,0,0,29,59,0,0,0,0,7,11,0,0,0,0,20,24,0,3,4,0,81,59,0,0,0,0,12,10,0,0,0,0,73,69,0,0
58680,0,0,33,25,5,0,0,0,18,17,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,7,13,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,18,11,0,0,0,0,0,6,0,0,0,0,14,11,0,0
58760,132,69,8994,4756,53,37,271,218,8883,6698,28,18,30,23,2433,2234,19,10,5,3,751,493,12,7,118,95,3911,4839,16,25,55,63,2428,3814,21,28,26,10,672,759,4,11,38,30,1478,1402,8,8,282,186,10749,6159,33,28,15,9,684,749,6,4,181,142,8794,6531,33,39
58820,11,5,314,198,0,3,11,10,184,139,0,0,0,0,92,74,0,0,0,0,6,3,0,0,4,3,100,130,0,0,0,5,69,122,5,0,0,0,20,22,0,0,0,0,27,54,0,0,12,9,219,136,0,0,0,0,17,29,0,0,7,3,180,136,0,3
58890,0,0,52,34,0,0,0,4,35,23,0,0,0,0,8,13,0,0,0,0,5,0,0,0,0,0,15,22,0,0,0,0,14,21,0,0,0,0,6,6,0,0,0,0,8,11,0,0,0,0,25,17,0,0,0,0,0,10,0,0,0,0,16,18,0,0
59030,0,0,11,7,0,0,0,0,6,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,14,11,0,0,0,0,0,4,0,0,0,0,8,11,0,0
59100,0,0,44,27,0,0,0,0,24,20,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,7,14,0,0,0,0,3,0,0,0,0,0,5,10,0,0,0,0,23,17,0,0,0,0,4,4,0,0,0,0,13,22,0,0
59170,5,0,53,38,0,0,3,4,29,33,0,0,0,0,17,18,0,0,0,0,0,4,0,0,0,0,6,18,0,0,0,0,8,22,3,0,0,0,0,11,0,0,0,0,11,10,0,0,0,0,27,30,3,0,0,0,0,4,0,0,0,0,24,25,0,0
59250,0,3,3,0,0,0,3,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,0,6,0,0,19,12,0,3,0,0,22,6,0,0,0,0,0,3,3,4,0,0,5,8,10,9,0,0,0,0,0,0,0,0,3,11,7,11,0,0
59310,4,0,72,46,0,0,5,9,66,42,0,0,0,0,26,26,0,0,0,0,4,0,0,0,0,0,30,42,0,0,0,0,19,30,0,0,0,0,6,5,0,0,3,0,12,18,0,0,4,3,59,38,0,0,0,0,5,10,0,0,4,0,37,36,0,0
59320,0,0,32,16,0,0,0,0,16,12,0,0,0,0,9,15,0,0,0,0,0,4,0,0,0,0,10,16,0,0,0,0,13,21,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,34,21,0,0,0,0,0,0,0,0,0,0,26,20,0,0
59330,7,0,35,38,0,0,4,0,22,24,0,0,0,0,6,14,0,0,0,0,0,0,0,0,5,0,16,25,0,0,0,0,15,31,0,0,0,0,3,3,0,0,0,0,7,16,0,0,0,4,16,25,0,0,0,0,0,5,0,0,0,0,27,18,0,0
59340,36,28,93,104,0,0,93,38,152,110,0,0,12,0,40,32,0,4,0,0,6,3,0,0,119,80,33,79,0,5,42,38,21,62,0,0,28,21,15,18,4,0,13,3,25,29,3,0,37,33,148,68,3,0,6,7,3,5,0,0,66,49,136,70,0,0
59350,0,0,0,4,0,0,4,0,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,6,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0
59360,0,5,48,42,0,0,0,0,41,40,0,0,0,0,18,23,0,0,0,0,4,0,0,0,0,4,23,35,0,0,0,0,18,27,0,0,0,0,4,10,0,0,0,0,8,14,0,0,3,0,43,37,0,0,0,0,4,0,0,0,0,0,30,32,0,0
59370,3,5,265,169,3,5,8,6,165,105,0,5,0,0,85,89,0,0,0,0,34,16,0,0,10,4,89,119,0,5,8,8,74,142,0,0,0,3,17,20,0,0,0,3,45,42,0,0,13,10,158,115,0,0,0,0,22,17,0,0,4,4,147,123,0,0
59499,8,10,213,160,3,3,32,25,163,139,0,0,0,0,56,75,0,0,0,0,0,3,0,0,13,22,52,107,5,3,5,14,49,111,0,0,0,4,6,16,0,0,6,3,42,53,0,0,38,44,311,295,3,9,3,3,15,16,0,0,9,20,198,202,0,5
59799,0,0,4,9,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,3,5,0,0
60210,22,24,622,485,5,4,24,25,326,231,0,0,9,0,151,168,0,0,0,0,25,14,0,0,16,3,167,237,0,0,3,9,142,282,0,0,0,0,29,64,0,0,7,10,132,133,0,6,29,24,411,328,6,4,5,0,31,63,0,0,19,24,318,315,3,5
60410,124,75,1239,718,20,6,249,168,988,660,11,6,17,21,238,235,4,4,8,3,64,34,0,0,63,54,456,491,0,5,30,41,290,378,3,6,19,10,90,83,3,0,44,30,207,173,11,3,263,144,1321,752,15,6,18,9,87,69,5,0,97,103,786,633,12,7
60610,90,48,1365,777,14,12,196,122,1129,753,11,12,28,9,308,275,5,4,5,3,83,62,0,0,41,39,526,538,0,6,17,40,299,510,0,0,12,4,119,121,0,3,29,19,325,242,3,4,219,121,1363,816,10,13,5,8,108,102,0,0,114,76,902,713,11,10
60810,142,80,1839,1122,22,12,176,102,1160,834,7,8,34,18,420,383,6,0,0,3,103,72,0,4,51,38,482,611,6,7,18,36,415,685,3,3,15,11,170,152,0,0,38,28,328,301,3,0,193,116,1259,787,9,11,3,8,138,179,0,3,109,72,1028,753,10,9
61010,11,7,189,146,0,0,15,9,117,69,0,0,0,0,47,67,0,0,0,0,3,3,0,0,3,6,46,81,0,0,0,3,39,98,0,0,0,0,8,15,0,0,4,5,23,45,0,0,11,9,137,104,0,0,0,0,11,24,0,0,8,8,106,99,0,0
61210,69,49,428,328,4,9,126,83,289,232,3,0,22,16,114,125,0,6,4,0,27,20,4,0,40,25,169,211,4,7,11,22,116,188,6,0,5,4,36,49,0,0,10,19,82,77,7,0,95,45,283,193,3,3,5,3,29,42,0,0,64,45,224,205,3,4
61410,137,88,4653,2532,39,23,218,184,2901,2049,23,18,24,25,1119,1068,10,7,13,0,316,251,9,5,59,66,1208,1485,20,13,34,40,997,1623,11,10,19,4,302,284,0,0,27,32,632,498,14,5,293,167,3986,2431,30,19,12,3,341,350,9,4,139,112,2934,2140,20,7
61510,52,22,768,541,10,3,64,50,543,400,4,0,6,8,159,174,0,0,0,0,39,40,0,0,25,14,285,342,4,5,19,11,139,302,5,6,7,3,62,53,0,0,9,10,129,161,5,0,93,57,764,535,12,0,6,4,60,65,0,6,49,31,470,426,0,3
61610,130,84,2109,1251,20,10,190,145,1447,1024,12,11,20,28,465,419,3,7,5,5,92,69,6,0,71,54,667,747,9,12,32,50,510,709,8,12,16,13,174,172,0,3,40,34,444,345,7,3,228,154,1778,1128,16,12,18,11,180,171,3,4,116,101,1236,931,18,9
61810,21,18,566,361,10,6,22,19,325,262,0,0,0,3,108,108,0,0,0,0,35,27,0,0,5,13,162,213,5,5,4,6,154,255,0,3,7,0,34,33,0,0,0,4,108,126,0,0,29,16,362,262,0,4,0,6,42,48,0,0,15,10,267,222,3,0
62010,15,11,71,56,4,0,16,9,37,23,0,0,0,4,21,19,0,0,0,0,5,0,0,0,4,0,12,21,0,0,5,7,16,36,0,0,0,0,5,9,0,0,10,0,14,15,0,0,17,9,37,14,0,0,0,0,4,8,0,0,11,6,27,44,0,0
62210,15,16,655,480,9,9,40,21,403,316,4,0,0,4,137,129,0,0,0,0,27,29,0,0,11,12,208,281,4,4,8,15,125,248,0,0,0,0,52,41,0,0,15,8,136,158,5,0,43,26,506,341,6,3,0,0,34,63,5,0,17,22,377,330,5,4
62410,20,14,460,373,9,8,23,12,231,154,3,5,4,3,118,127,0,3,3,0,26,31,0,0,10,11,122,170,4,0,10,5,95,209,9,3,0,0,25,18,0,0,0,8,67,86,3,0,21,10,271,174,3,3,6,0,26,40,0,0,4,16,206,172,6,3
62610,170,108,3582,1889,57,29,270,183,2376,1636,34,17,28,34,759,635,12,3,4,5,267,210,0,0,76,76,1266,1341,14,16,45,67,850,1180,13,16,16,17,245,238,3,10,54,47,599,484,12,16,324,229,3521,2250,29,25,19,15,310,295,6,0,159,131,2370,1780,19,20
62810,51,31,2965,1687,24,11,78,53,2183,1795,13,12,19,10,910,781,5,3,4,0,312,178,0,4,10,21,767,941,0,7,13,16,756,1073,6,4,3,9,231,214,0,0,4,14,322,343,5,0,124,74,3380,2212,11,4,0,4,199,233,0,0,70,54,2724,1917,8,9
63010,108,76,1334,885,17,11,129,117,743,564,10,10,23,19,313,297,0,0,6,6,50,53,0,0,52,38,340,462,5,3,32,38,274,520,7,9,18,3,76,55,0,0,16,26,194,194,0,4,130,94,1179,801,14,4,11,8,73,121,4,0,64,64,861,686,7,0
63210,31,25,471,371,0,4,28,25,307,236,6,3,0,8,103,128,0,0,0,0,18,18,0,0,9,11,156,223,0,3,11,13,106,190,0,4,0,0,45,43,0,0,0,7,91,99,0,4,37,21,351,279,0,5,4,0,41,50,0,0,29,23,292,268,0,0
63410,0,4,92,67,5,4,3,3,59,46,0,0,0,0,25,34,0,3,0,0,4,5,0,0,0,0,30,41,0,0,0,0,35,42,0,0,0,0,10,8,0,0,0,0,15,16,0,0,0,0,72,52,0,0,0,0,7,13,0,0,0,0,55,51,0,0
63610,110,68,2749,1531,12,11,133,110,1874,1314,13,4,16,19,690,620,4,6,3,0,132,125,0,0,34,37,665,789,7,6,19,34,601,912,8,3,5,7,187,171,0,0,32,14,325,295,0,8,155,107,2534,1584,15,0,12,8,209,208,0,3,89,65,2016,1478,9,5
63810,62,38,1029,630,7,5,64,48,627,465,7,0,7,6,238,234,0,4,0,0,66,45,0,0,20,22,284,377,3,5,20,18,268,409,10,4,8,3,90,79,0,5,12,17,170,202,0,4,67,42,694,382,5,4,3,7,83,104,0,0,42,39,550,440,3,3
64010,166,86,4871,2748,46,29,285,223,3697,2785,27,28,21,29,1178,978,6,14,3,13,321,269,15,4,78,67,1562,1806,19,14,44,67,1161,1681,14,13,26,11,420,348,11,3,53,28,957,791,11,7,337,221,4653,3021,29,26,21,6,426,451,3,7,157,131,3419,2466,24,13
64210,48,31,1699,1045,16,14,87,46,1112,808,11,3,9,5,372,361,3,6,0,4,77,56,0,3,26,21,496,605,8,4,13,15,353,603,3,3,8,4,142,118,3,0,17,5,300,274,5,0,92,48,1230,765,11,6,5,5,129,135,5,0,51,42,977,746,6,10
64610,27,19,1059,676,11,9,45,23,752,491,4,3,4,7,253,235,6,3,0,0,33,34,0,3,9,12,347,398,0,4,8,17,219,396,5,5,0,6,86,79,0,0,7,5,187,210,5,0,42,30,777,543,6,0,0,0,72,94,0,0,9,33,639,521,0,4
64810,58,29,1255,825,14,12,78,56,829,575,3,7,7,3,315,289,0,8,0,4,53,42,5,0,18,20,401,424,0,12,13,13,281,462,5,6,8,4,80,89,3,7,16,12,221,185,0,0,90,70,1192,658,5,11,7,4,86,112,0,3,38,43,780,578,8,8
65010,20,11,461,373,5,0,45,32,267,232,0,3,6,3,90,116,0,0,0,0,19,17,0,0,14,11,134,194,0,3,11,10,104,199,0,3,4,0,25,27,0,0,12,6,80,88,0,7,45,22,382,270,0,0,4,0,32,36,0,0,26,10,255,227,0,0
65210,21,18,233,204,3,0,17,6,120,84,0,0,4,4,46,69,0,0,3,0,6,12,0,0,5,3,58,95,0,0,7,11,53,85,0,0,0,3,10,14,0,0,8,4,31,46,0,0,13,11,161,146,8,0,0,0,14,16,0,0,6,4,120,115,0,0
65410,66,48,1106,656,11,9,104,87,780,582,8,8,16,11,266,222,3,6,0,6,53,51,0,3,42,45,438,468,3,6,8,31,270,462,9,3,10,8,99,106,0,0,12,13,223,214,7,0,108,88,815,572,7,7,17,11,76,116,0,4,67,49,671,535,5,4
65610,29,25,291,218,3,7,33,32,208,136,4,0,5,4,54,67,0,0,3,0,15,6,0,0,12,12,112,163,0,0,8,18,86,137,0,0,6,3,31,37,0,0,5,11,69,59,0,0,18,22,280,219,0,3,5,4,19,25,0,0,21,18,185,192,0,0
65810,37,28,1894,1239,15,9,56,43,1265,947,4,3,11,7,448,413,3,0,0,0,85,71,0,0,12,10,506,696,9,3,3,13,411,736,5,9,6,0,120,130,4,0,10,5,319,289,0,3,66,50,1579,1016,12,7,4,3,142,175,0,0,43,30,1264,969,5,4
69499,3,6,59,49,0,4,13,9,63,30,0,4,0,0,16,20,0,0,0,0,0,3,0,0,0,5,18,28,0,4,3,3,10,31,0,0,0,4,8,6,0,0,0,5,16,10,0,0,26,22,114,122,0,0,0,0,9,9,0,0,5,12,53,50,0,0
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70200,120,59,687,399,10,11,239,146,789,581,13,3,33,16,225,190,4,6,40,20,37,43,0,0,348,172,338,438,4,8,139,84,198,336,3,4,117,56,60,78,0,0,43,24,103,111,0,3,145,122,798,478,11,5,34,18,52,75,0,0,236,171,727,579,3,10
70420,30,22,49,51,0,0,68,54,75,55,0,0,15,11,17,25,0,0,21,9,4,0,0,0,251,145,30,36,0,0,131,110,13,34,0,0,57,45,12,6,0,0,10,20,13,18,0,0,34,40,63,39,0,4,6,11,4,10,0,0,89,87,49,56,0,0
70540,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,11,0,0,0,0
70620,22,11,17,18,0,0,48,23,25,13,0,0,3,4,6,0,0,0,6,3,0,0,0,0,207,129,15,6,0,3,88,52,3,11,0,0,26,23,0,0,0,0,21,9,0,6,0,0,18,17,20,13,0,0,6,9,0,0,0,0,69,44,15,5,0,4
70700,8,4,57,35,0,0,10,10,31,13,0,0,7,4,11,14,0,0,0,3,0,0,0,0,18,10,14,27,4,0,7,8,12,39,0,0,0,3,0,6,0,0,11,6,15,16,0,0,5,9,30,25,4,0,4,0,3,9,0,0,11,4,34,33,0,0
71000,186,97,2330,1611,18,12,384,206,2187,1660,11,5,65,48,740,759,0,7,27,23,116,130,0,8,323,184,1101,1499,7,16,179,139,554,1171,4,6,96,55,193,268,4,0,67,57,363,403,5,8,333,226,2401,1552,7,9,41,18,155,242,0,0,321,280,2527,2093,23,13
71150,0,0,13,3,0,0,0,0,7,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,6,4,0,0
71300,42,19,12,19,0,0,152,106,14,16,0,3,15,9,5,3,0,0,12,7,0,0,0,0,235,95,9,8,0,0,279,229,7,8,0,0,63,57,0,0,0,0,25,29,0,0,0,0,39,138,19,8,0,0,7,12,0,0,0,0,234,194,11,11,0,0
72200,31,24,190,135,3,7,103,57,188,179,7,8,9,8,55,65,0,0,16,12,7,6,0,0,115,88,100,130,4,0,63,64,51,107,0,0,34,20,11,22,0,0,27,13,35,48,0,0,49,49,224,150,0,0,5,14,23,17,0,0,80,78,206,188,4,3
72300,56,32,680,584,9,3,89,69,604,555,7,11,9,10,215,226,3,3,3,0,27,27,0,0,39,45,227,384,3,3,24,34,139,338,0,3,18,9,37,74,0,4,13,8,153,183,3,0,76,44,581,435,0,6,8,8,50,74,0,0,59,55,559,537,6,12
72330,29,8,20,16,0,0,96,40,32,19,0,0,3,3,7,3,0,0,12,8,0,0,0,0,306,157,9,12,0,0,96,77,3,8,0,0,47,33,0,0,0,0,13,13,0,8,0,0,26,25,27,19,0,0,7,9,0,0,0,0,103,86,14,18,0,0
72800,116,53,939,675,7,3,276,216,1251,894,12,8,23,12,246,257,4,0,15,9,50,53,3,0,150,96,493,584,5,6,77,72,261,386,4,0,40,40,99,92,0,0,43,28,191,188,3,0,270,138,1276,807,4,6,15,6,71,101,5,0,172,186,1122,1035,13,8
73600,26,12,37,36,0,0,128,41,49,24,0,0,7,5,15,14,0,0,14,7,0,0,0,0,219,135,11,27,0,0,176,159,14,10,0,0,42,34,4,10,0,0,16,15,7,11,0,0,77,63,43,21,0,0,15,15,0,3,0,0,134,138,18,34,0,0
74050,12,0,4,8,0,0,31,16,3,8,0,0,5,0,0,3,0,0,5,0,0,0,0,0,61,33,0,4,0,0,49,38,0,6,0,0,36,20,0,0,4,0,17,17,0,0,0,0,15,28,12,0,0,8,3,0,0,0,0,0,60,58,5,3,0,0
74550,17,4,29,22,0,0,50,25,27,11,0,0,3,0,5,9,0,0,9,7,0,0,0,0,103,56,8,19,0,0,53,32,3,14,0,0,10,13,0,4,0,0,9,10,4,5,0,0,8,11,19,18,0,0,0,7,0,0,0,0,24,28,13,21,0,0
74560,0,0,24,10,0,0,3,3,13,8,0,0,0,0,9,11,0,0,0,0,0,3,0,0,0,0,4,10,0,0,7,0,3,12,0,0,0,0,0,0,0,0,0,0,6,9,0,0,4,0,11,12,0,0,0,0,3,10,0,0,0,0,15,19,0,0
